ticker,yf_symbol,yf_suffix,isin,name,type,domicile,dist_policy,replication,strategy,ter,fund_size_eur,country,sector,currency
BENEU,BENEU,,,Benessere Capital Acquisition Corp.,Stock,United States,,,,,,United States,Financials,USD
BENEW,BENEW,,,Benessere Capital Acquisition Corp.,Stock,United States,,,,,,United States,Financials,USD
BENF,BENF,,,Beneficient Class A Common Stock,Stock,United States,,,,,,United States,Financials,USD
BENFW,BENFW,,,Beneficient Warrant,Stock,United States,,,,,,United States,Financials,USD
BENZF,BENZF.TO,.TO,,Benz Mining Corp.,Stock,Canada,,,,,,Canada,Materials,USD
BEOB,BEOB,,,BEO Bancorp,Stock,United States,,,,,,United States,Financials,USD
BEP,BEP,,,Brookfield Renewable Partners L.P.,Stock,Bermuda,,,,,,Bermuda,Utilities,USD
BEPC,BEPC,,,Brookfield Renewable Corporation,Stock,United States,,,,,,United States,Utilities,USD
BEPH,BEPH,,,Brookfield BRP Holdings (Canada,Stock,,,,,,,,,USD
BEPI,BEPI,,,Brookfield BRP Holdings (Canada) Inc. 4.875% Perpetual Subordinated Notes,Stock,,,,,,,,Financials,USD
BEPJ,BEPJ.TO,.TO,,Brookfield BRP Holdings (Canada) Inc. 7.250% Perpetual Subordinated Notes,Stock,Canada,,,,,,Canada,Financials,USD
BEPTF,BEPTF.AX,.AX,,Beach Energy Limited,Stock,Australia,,,,,,Australia,Energy,USD
BERI,BERI,,,"Blue Earth Resources, Inc.",Stock,United States,,,,,,United States,Energy,USD
BERK,BERK,,,Berkshire Bancorp Inc.,Stock,United States,,,,,,United States,Financials,USD
BERY,BERY,,,"Berry Global Group, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
BESIY,BESIY.AS,.AS,,BE Semiconductor Industries N.V.,Stock,Netherlands,,,,,,Netherlands,Information Technology,USD
BESP,BESP,,,"Benefit Street Partners Realty Trust, Inc.",Stock,United States,,,,,,United States,Financials,USD
BESS,BESS,,,Bimergen Energy Corporation Common Stock,Stock,,,,,,,,,USD
BEST,BEST.SS,.SS,,BEST Inc.,Stock,China,,,,,,China,Industrials,USD
BESVF,BESVF.AS,.AS,,BE Semiconductor Industries N.V.,Stock,Netherlands,,,,,,Netherlands,Information Technology,USD
BETA,BETA,,,Beta Technologies Inc. Class A Common Stock,Stock,,,,,,,,Industrials,USD
BETR,BETR.L,.L,,Better Home & Finance Holding Company Class A Common Stock,Stock,United Kingdom,,,,,,United Kingdom,Financials,USD
BETRF,BETRF.TO,.TO,,BetterLife Pharma Inc.,Stock,Canada,,,,,,Canada,Health Care,USD
BETRW,BETRW.L,.L,,Better Home & Finance Holding Company Warrant,Stock,United Kingdom,,,,,,United Kingdom,Financials,USD
BETS,BETS.SS,.SS,,Bit Brother Limited Class A Ordinary Shares,Stock,China,,,,,,China,Consumer Discretionary,USD
BETW,BETW,,,two,Stock,United States,,,,,,United States,Financials,USD
BEUT,BEUT.SS,.SS,,"Science to Consumers, Inc.",Stock,China,,,,,,China,Consumer Staples,USD
BEVFF,BEVFF.TO,.TO,,Diversified Royalty Corp.,Stock,Canada,,,,,,Canada,Industrials,USD
BEVVF,BEVVF.TO,.TO,,Bee Vectoring Technologies International Inc.,Stock,Canada,,,,,,Canada,Materials,USD
BEWFF,BEWFF.TO,.TO,,BeWhere Holdings Inc.,Stock,Canada,,,,,,Canada,Information Technology,USD
BFAC,BFAC,,,Battery Future Acquisition Corp. Class A Ordinary Shares,Stock,,,,,,,,Financials,USD
BFAM,BFAM,,,Bright Horizons Family Solutions Inc.,Stock,United States,,,,,,United States,Consumer Discretionary,USD
BFARF,BFARF.TO,.TO,,Bitfarms Ltd.,Stock,Canada,,,,,,Canada,Financials,USD
BFC,BFC,,,Bank First Corporation,Stock,United States,,,,,,United States,Financials,USD
BFCC,BFCC,,,BankFirst Capital Corporation,Stock,United States,,,,,,United States,Financials,USD
BFCH,BFCH,,,"BitFrontier Capital Holdings, Inc.",Stock,United States,,,,,,United States,Financials,USD
BFDE,BFDE,,,"Bedford Energy, Inc.",Stock,United States,,,,,,United States,Energy,USD
BFFAF,BFFAF.DE,.DE,,BASF SE,Stock,Germany,,,,,,Germany,Materials,USD
BFFBF,BFFBF.L,.L,,Biffa plc,Stock,United Kingdom,,,,,,United Kingdom,Industrials,USD
BFH,BFH,,,Bread Financial Holdings Inc. Common Stock,Stock,United States,,,,,,United States,Financials,USD
BFHJ,BFHJ,,,"Beneficial Holdings, Inc.",Stock,United States,,,,,,United States,Financials,USD
BFI,BFI,,,"BurgerFi International, Inc.",Stock,United States,,,,,,United States,Consumer Discretionary,USD
BFIIW,BFIIW,,,"BurgerFi International, LLC",Stock,,,,,,,,Consumer Discretionary,USD
BFIN,BFIN,,,BankFinancial Corporation,Stock,United States,,,,,,United States,Financials,USD
BFK,BFK,,,BlackRock Municipal Income Trust,Stock,United States,,,,,,United States,Financials,USD
BFLBY,BFLBY.DE,.DE,,Bilfinger SE,Stock,Germany,,,,,,Germany,Industrials,USD
BFLD,BFLD.TO,.TO,,Broadcast Live Digital Corp.,Stock,Canada,,,,,,Canada,Consumer Discretionary,USD
BFLY,BFLY,,,two,Stock,United States,,,,,,United States,Financials,USD
BFNH,BFNH,,,"BioForce Nanosciences Holdings, Inc.",Stock,United States,,,,,,United States,Consumer Staples,USD
BFRA,BFRA.DE,.DE,,Biofrontera AG,Stock,Germany,,,,,,Germany,Health Care,USD
BFRG,BFRG,,,Bullfrog AI Holdings Inc. Common Stock,Stock,United States,,,,,,United States,Information Technology,USD
BFRGW,BFRGW,,,Bullfrog AI Holdings Inc. Warrants,Stock,United States,,,,,,United States,Information Technology,USD
BFRI,BFRI,,,Biofrontera Inc. Common Stock,Stock,United States,,,,,,United States,Health Care,USD
BFRIW,BFRIW,,,Biofrontera Inc. Warrants,Stock,United States,,,,,,United States,Health Care,USD
BFS,BFS,,,"Saul Centers, Inc.",Stock,United States,,,,,,United States,Real Estate,USD
BFST,BFST,,,"First Bancshares, Inc.",Stock,United States,,,,,,United States,Financials,USD
BFTI,BFTI,,,"Befut Global, Inc.",Stock,United States,,,,,,United States,Industrials,USD
BFTL,BFTL,,,The Bank of Fincastle,Stock,United States,,,,,,United States,Financials,USD
BFX,BFX,,,BowFlex Inc. Common Stock,Stock,United States,,,,,,United States,Consumer Discretionary,USD
BFY,BFY,,,BlackRock New York Municipal Income Trust,Stock,United States,,,,,,United States,Financials,USD
BFZ,BFZ,,,BlackRock California Municipal Income Trust,Stock,United States,,,,,,United States,Financials,USD
BG,BG,,,Bunge Limited,Stock,United States,,,,,,United States,Consumer Staples,USD
BGADF,BGADF.TO,.TO,,Brigadier Gold Limited,Stock,Canada,,,,,,Canada,Materials,USD
BGAIF,BGAIF.ST,.ST,,BioGaia AB (publ),Stock,Sweden,,,,,,Sweden,Health Care,USD
BGAOF,BGAOF.BR,.BR,,Proximus PLC,Stock,Belgium,,,,,,Belgium,Communication Services,USD
BGAOY,BGAOY.BR,.BR,,Proximus PLC,Stock,Belgium,,,,,,Belgium,Communication Services,USD
BGAVF,BGAVF.TO,.TO,,Bravada Gold Corporation,Stock,Canada,,,,,,Canada,Materials,USD
BGB,BGB,,,one,Stock,United States,,,,,,United States,Financials,USD
BGC,BGC,,,BGC Group Inc. Class A Common Stock,Stock,United States,,,,,,United States,Financials,USD
BGCP,BGCP,,,"BGC Partners, Inc.",Stock,United States,,,,,,United States,Financials,USD
BGEM,BGEM,,,Blue Gem Enterprise,Stock,United States,,,,,,United States,Consumer Staples,USD
BGEPF,BGEPF,,,Bunge Limited,Stock,United States,,,,,,United States,Consumer Staples,USD
BGES,BGES,,,BIO-BRIDGE SCIENCE INC,Stock,,,,,,,,Health Care,USD
BGFGF,BGFGF.TO,.TO,,Beauce Gold Fields Inc.,Stock,Canada,,,,,,Canada,Materials,USD
BGFV,BGFV,,,Big 5 Sporting Goods Corporation,Stock,United States,,,,,,United States,Consumer Discretionary,USD
BGH,BGH,,,Barings Global Short Duration High Yield Fund,Stock,United States,,,,,,United States,Financials,USD
BGI,BGI.TO,.TO,,Birks Group Inc.,Stock,Canada,,,,,,Canada,Consumer Discretionary,USD
BGII,BGII,,,"BGI, Inc.",Stock,United States,,,,,,United States,Information Technology,USD
BGIN,BGIN.SS,.SS,,Bgin Blockchain Limited Class A Ordinary Shares,Stock,China,,,,,,China,,USD
BGIO,BGIO,,,BlackRock 2022 Global Income Opportunity Trust,Stock,United States,,,,,,United States,Financials,USD
BGL,BGL.L,.L,,Blue Gold Limited Class A Ordinary Shares,Stock,United Kingdom,,,,,,United Kingdom,Materials,USD
BGLC,BGLC,,,BioNexus Gene Lab Corp Common stock,Stock,Malaysia,,,,,,Malaysia,Health Care,USD
BGLWW,BGLWW.L,.L,,Blue Gold Limited Warrant,Stock,United Kingdom,,,,,,United Kingdom,Materials,USD
BGM,BGM.SS,.SS,,Qilian International Holding Group Ltd. Class A Ordinary Shares,Stock,China,,,,,,China,Health Care,USD
BGMD,BGMD,,,"BG Medicine, Inc.",Stock,United States,,,,,,United States,Health Care,USD
BGMO,BGMO,,,Bergamo Acquisition Corp.,Stock,United States,,,,,,United States,Financials,USD
BGMS,BGMS,,,Bio Green Med Solution Inc. Common Stock,Stock,United States,,,,,,United States,,USD
BGMSP,BGMSP,,,Bio Green Med Solution Inc. 6% Convertible Preferred Stock,Stock,United States,,,,,,United States,,USD
BGNE,BGNE.SS,.SS,,"BeiGene, Ltd.",Stock,China,,,,,,China,Health Care,USD
BGNRF,BGNRF,,,"Black Gold Gas & Oil, Inc.",Stock,United States,,,,,,United States,Energy,USD
BGNX,BGNX,,,"Bio-Genex Laboratories, Inc.",Stock,Philippines,,,,,,Philippines,Health Care,USD
BGOUF,BGOUF.CO,.CO,,Bang & Olufsen a/s,Stock,Denmark,,,,,,Denmark,Information Technology,USD
BGR,BGR,,,BlackRock Energy and Resources Trust,Stock,United States,,,,,,United States,Financials,USD
BGRP,BGRP,,,Bluestem Group Inc.,Stock,United States,,,,,,United States,Consumer Discretionary,USD
BGRY,BGRY,,,Berkshire Grey Inc. Class A Common Stock,Stock,United States,,,,,,United States,Industrials,USD
BGRYW,BGRYW,,,Berkshire Grey Inc. Warrant,Stock,United States,,,,,,United States,Industrials,USD
BGS,BGS,,,"B&G Foods, Inc.",Stock,United States,,,,,,United States,Consumer Staples,USD
BGSF,BGSF,,,"BGSF, Inc.",Stock,United States,,,,,,United States,Industrials,USD
BGSI,BGSI,,,Boyd Group Services Inc. Common Shares,Stock,,,,,,,,,USD
BGT,BGT,,,BlackRock Floating Rate Income Trust,Stock,United States,,,,,,United States,Financials,USD
BGUUF,BGUUF,,,Benguet Corporation,Stock,Philippines,,,,,,Philippines,Materials,USD
BGX,BGX,,,one,Stock,United States,,,,,,United States,Financials,USD
BGXX,BGXX,,,Bright Green Corporation Common Stock,Stock,United States,,,,,,United States,Health Care,USD
BGY,BGY,,,BlackRock Enhanced International Dividend Trust,Stock,United States,,,,,,United States,Financials,USD
BH,BH,,,Biglari Holdings Inc.,Stock,United States,,,,,,United States,Consumer Discretionary,USD
BHAC,BHAC,,,Crixus BH3 Acquisition Company Class A Common Stock,Stock,United States,,,,,,United States,Financials,USD
BHACU,BHACU,,,Crixus BH3 Acquisition Company Units,Stock,United States,,,,,,United States,Financials,USD
BHACW,BHACW,,,Crixus BH3 Acquisition Company Warrants,Stock,United States,,,,,,United States,Financials,USD
BHAGF,BHAGF.SW,.SW,,Bossard Holding AG,Stock,Switzerland,,,,,,Switzerland,Industrials,USD
BHAT,BHAT.SS,.SS,,Fujian Blue Hat Interactive Entertainment Technology Ltd.,Stock,China,,,,,,China,Communication Services,USD
BHAVU,BHAVU,,,BHAV Acquisition Corp Units,Stock,United States,,,,,,United States,,USD
BHB,BHB,,,Bar Harbor Bankshares,Stock,United States,,,,,,United States,Financials,USD
BHBCQ,BHBCQ,,,Beverly Hills Bancorp Inc.,Stock,United States,,,,,,United States,Financials,USD
BHC,BHC.TO,.TO,,Bausch Health Companies Inc.,Stock,Canada,,,,,,Canada,Health Care,USD
BHDB,BHDB,,,"Bank of Labor Bancshares, Inc.",Stock,United States,,,,,,United States,Financials,USD
BHE,BHE,,,"Benchmark Electronics, Inc.",Stock,United States,,,,,,United States,Information Technology,USD
BHF,BHF,,,"Brighthouse Financial, Inc.",Stock,United States,,,,,,United States,Financials,USD
BHFAL,BHFAL,,,Brighthouse Financial Inc. 6.25% Junior Subordinated Debentures due 2058,Stock,United States,,,,,,United States,Financials,USD
BHFAM,BHFAM,,,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock Series D,Stock,United States,,,,,,United States,Financials,USD
BHFAN,BHFAN,,,"Brighthouse Financial, Inc.",Stock,United States,,,,,,United States,Financials,USD
BHFAO,BHFAO,,,"Brighthouse Financial, Inc.",Stock,United States,,,,,,United States,Financials,USD
BHFAP,BHFAP,,,"Brighthouse Financial, Inc.",Stock,United States,,,,,,United States,Financials,USD
BHG,BHG,,,Bright Health Group Inc. Common Stock,Stock,,,,,,,,Health Care,USD
BHHKF,BHHKF.TO,.TO,,Benchmark Botanics Inc.,Stock,Canada,,,,,,Canada,Health Care,USD
BHHOF,BHHOF.L,.L,,boohoo group plc,Stock,United Kingdom,,,,,,United Kingdom,Consumer Discretionary,USD
BHIL,BHIL,,,Benson Hill Inc. Common Stock,Stock,,,,,,,,Consumer Staples,USD
BHK,BHK,,,BlackRock Core Bond Trust,Stock,United States,,,,,,United States,Financials,USD
BHKLY,BHKLY.HK,.HK,,BOC Hong Kong (Holdings) Limited,Stock,Hong Kong,,,,,,Hong Kong,Financials,USD
BHLB,BHLB,,,"Berkshire Hills Bancorp, Inc.",Stock,United States,,,,,,United States,Financials,USD
BHLL,BHLL.TO,.TO,,Bunker Hill Mining Corp.,Stock,Canada,,,,,,Canada,Materials,USD
BHM,BHM,,,Bluerock Homes Trust Inc. Class A Common Stock,Stock,,,,,,,,Real Estate,USD
BHNGF,BHNGF.TO,.TO,,Bhang Inc.,Stock,Canada,,,,,,Canada,Health Care,USD
BHOOY,BHOOY.L,.L,,boohoo group plc,Stock,United Kingdom,,,,,,United Kingdom,Consumer Discretionary,USD
BHP,BHP.AX,.AX,,BHP Group,Stock,Australia,,,,,,Australia,Materials,USD
BHPA,BHPA,,,BHPA Inc.,Stock,United States,,,,,,United States,Information Technology,USD
BHPBF,BHPBF.AX,.AX,,BHP Group,Stock,Australia,,,,,,Australia,Materials,USD
BHPLF,BHPLF.AX,.AX,,BHP Group,Stock,Australia,,,,,,Australia,Materials,USD
BHR,BHR,,,"Braemar Hotels & Resorts, Inc.",Stock,United States,,,,,,United States,Real Estate,USD
BHRB,BHRB,,,Burke & Herbert Bank & Trust Company,Stock,United States,,,,,,United States,Financials,USD
BHSE,BHSE,,,Bull Horn Holdings Corp.,Stock,United States,,,,,,United States,Financials,USD
BHSEU,BHSEU,,,Bull Horn Holdings Corp.,Stock,United States,,,,,,United States,Financials,USD
BHSEW,BHSEW,,,Bull Horn Holdings Corp.,Stock,United States,,,,,,United States,Financials,USD
BHST,BHST.TO,.TO,,BioHarvest Sciences Inc. Common Stock,Stock,Canada,,,,,,Canada,Health Care,USD
BHTG,BHTG,,,"BioHiTech Global, Inc.",Stock,United States,,,,,,United States,Industrials,USD
BHV,BHV,,,BlackRock Virginia Municipal Bond Trust,Stock,United States,,,,,,United States,Financials,USD
BHVN,BHVN,,,Biohaven Pharmaceutical Holding Company Ltd.,Stock,United States,,,,,,United States,Health Care,USD
BHWB,BHWB,,,"Blackhawk Bancorp, Inc.",Stock,United States,,,,,,United States,Financials,USD
BIAF,BIAF,,,bioAffinity Technologies Inc. Common Stock,Stock,United States,,,,,,United States,Health Care,USD
BIAFW,BIAFW,,,bioAffinity Technologies Inc. Warrant,Stock,United States,,,,,,United States,Health Care,USD
BIBLF,BIBLF.TO,.TO,,Waterloo Brewing Ltd.,Stock,Canada,,,,,,Canada,Consumer Staples,USD
BICB,BICB,,,"BioCube, Inc.",Stock,United States,,,,,,United States,Health Care,USD
BICEF,BICEF.PA,.PA,,Societe BIC SA,Stock,France,,,,,,France,Consumer Staples,USD
BICEY,BICEY.PA,.PA,,Societe BIC SA,Stock,France,,,,,,France,Consumer Staples,USD
BICTF,BICTF.TO,.TO,,Biocure Technology Inc.,Stock,Canada,,,,,,Canada,Health Care,USD
BICX,BICX,,,BioCorRx Inc.,Stock,United States,,,,,,United States,Health Care,USD
BIDCF,BIDCF.TO,.TO,,BlockchainK2 Corp.,Stock,Canada,,,,,,Canada,Financials,USD
BIDU,BIDU.SS,.SS,,"Baidu, Inc.",Stock,China,,,,,,China,Communication Services,USD
BIEI,BIEI,,,"Premier Biomedical, Inc.",Stock,United States,,,,,,United States,Health Care,USD
BIEL,BIEL,,,BioElectronics Corporation,Stock,United States,,,,,,United States,Health Care,USD
BIF,BIF,,,"Boulder Growth & Income Fund, Inc.",Stock,United States,,,,,,United States,Financials,USD
BIG,BIG,,,"Big Lots, Inc.",Stock,United States,,,,,,United States,Consumer Staples,USD
BIGC,BIGC,,,"BigCommerce Holdings, Inc.",Stock,United States,,,,,,United States,Information Technology,USD
BIGG,BIGG.SS,.SS,,"Big Tree Group, Inc.",Stock,China,,,,,,China,Consumer Discretionary,USD
BIGZ,BIGZ,,,Blackrock Innovation & Growth Trust,Stock,,,,,,,,Financials,USD
BIIAF,BIIAF.TO,.TO,,Buhler Industries Inc.,Stock,Canada,,,,,,Canada,Industrials,USD
BIIB,BIIB,,,Biogen Inc.,Stock,United States,,,,,,United States,Health Care,USD
BIII,BIII,,,Black Spade Acquisition III Co Class A Ordinary Shares,Stock,,,,,,,,Financials,USD
BIIO,BIIO.SW,.SW,,Bionovate Technologies Corp.,Stock,Switzerland,,,,,,Switzerland,Health Care,USD
BILI,BILI.SS,.SS,,Bilibili Inc.,Stock,China,,,,,,China,Communication Services,USD
BILL,BILL,,,"Bill.com Holdings, Inc.",Stock,United States,,,,,,United States,Information Technology,USD
BILZF,BILZF.TO,.TO,,"Ignite International Brands, Ltd.",Stock,Canada,,,,,,Canada,Health Care,USD
BIMI,BIMI.SS,.SS,,"BOQI International Medical, Inc.",Stock,China,,,,,,China,Health Care,USD
BIMO,BIMO,,,one,Stock,United States,,,,,,United States,Financials,USD
BIMUF,BIMUF.TO,.TO,,Pascal Biosciences Inc.,Stock,Canada,,,,,,Canada,Health Care,USD
BINI,BINI,,,Bollinger Innovations Inc.,Stock,United States,,,,,,United States,,USD
BIO,BIO,,,"Bio-Rad Laboratories, Inc.",Stock,United States,,,,,,United States,Health Care,USD
BIOA,BIOA,,,BioAge Labs Inc. Common Stock,Stock,United States,,,,,,United States,Health Care,USD
BIOAF,BIOAF,,,Bioasis Technologies Inc.,Stock,United States,,,,,,United States,Health Care,USD
BIOC,BIOC,,,"Biocept, Inc.",Stock,United States,,,,,,United States,Health Care,USD
BIOGF,BIOGF.BR,.BR,,Biocartis Group NV,Stock,Belgium,,,,,,Belgium,Health Care,USD
BIOGY,BIOGY.ST,.ST,,BioGaia AB (publ),Stock,Sweden,,,,,,Sweden,Health Care,USD
BIOIF,BIOIF.TO,.TO,,Biome Grow Inc.,Stock,Canada,,,,,,Canada,Health Care,USD
BIOL,BIOL,,,"BIOLASE, Inc.",Stock,United States,,,,,,United States,Health Care,USD
BIONQ,BIONQ,,,BioNitrogen Holdings Corp.,Stock,United States,,,,,,United States,Materials,USD
BIOQ,BIOQ,,,"Bioqual, Inc.",Stock,United States,,,,,,United States,Health Care,USD
BIOR,BIOR,,,Biora Therapeutics Inc. Common Stock,Stock,United States,,,,,,United States,Health Care,USD
BIOS,BIOS,,,BioPlus Acquisition Corp. Class A Ordinary Shares,Stock,United States,,,,,,United States,Financials,USD
BIOSU,BIOSU,,,BioPlus Acquisition Corp. Unit,Stock,United States,,,,,,United States,Financials,USD
BIOSW,BIOSW,,,BioPlus Acquisition Corp. Warrants,Stock,United States,,,,,,United States,Financials,USD
BIOT,BIOT,,,Biotech Acquisition Company,Stock,United States,,,,,,United States,Financials,USD
BIOTU,BIOTU,,,Biotech Acquisition Company,Stock,United States,,,,,,United States,Financials,USD
BIOTW,BIOTW,,,Biotech Acquisition Company,Stock,United States,,,,,,United States,Financials,USD
BIOVF,BIOVF.ST,.ST,,Swedish Orphan Biovitrum AB (publ),Stock,Sweden,,,,,,Sweden,Health Care,USD
BIOX,BIOX,,,Bioceres Crop Solutions Corp.,Stock,Argentina,,,,,,Argentina,Materials,USD
BIOYF,BIOYF.TO,.TO,,BioSyent Inc.,Stock,Canada,,,,,,Canada,Health Care,USD
BIP,BIP,,,Brookfield Infrastructure Partners L.P.,Stock,Bermuda,,,,,,Bermuda,Utilities,USD
BIPC,BIPC,,,Brookfield Infrastructure Corporation,Stock,United States,,,,,,United States,Utilities,USD
BIPH,BIPH,,,Brookfield Infrastructure Corporation 5.000% Subordinated Notes due 2081,Stock,,,,,,,,Health Care,USD
BIPI,BIPI,,,BIP Bermuda Holdings I Limited 5.125% Perpetual Subordinated Notes,Stock,,,,,,,,,USD
BIPJ,BIPJ.TO,.TO,,Brookfield Infrastructure Corporation 7.250% Subordinated Notes due 2084,Stock,Canada,,,,,,Canada,,USD
BIQIF,BIQIF.SS,.SS,,BIQI International Holding Corporation,Stock,China,,,,,,China,Consumer Staples,USD
BIRD,BIRD,,,Allbirds Inc. Class A Common Stock,Stock,United States,,,,,,United States,Consumer Discretionary,USD
BIRDF,BIRDF.TO,.TO,,Bird Construction Inc.,Stock,Canada,,,,,,Canada,Industrials,USD
BIREF,BIREF.TO,.TO,,Birchcliff Energy Ltd.,Stock,Canada,,,,,,Canada,Energy,USD
BIRK,BIRK,,,Birkenstock Holding plc Ordinary Shares,Stock,,,,,,,,Consumer Discretionary,USD
BIRMF,BIRMF.TO,.TO,,BIOREM Inc.,Stock,Canada,,,,,,Canada,Industrials,USD
BIRNF,BIRNF.AX,.AX,,BCI Minerals Limited,Stock,Australia,,,,,,Australia,Materials,USD
BISA,BISA,,,"Baltic International USA, Inc.",Stock,United States,,,,,,United States,Financials,USD
BIT,BIT,,,BlackRock Multi-Sector Income Trust,Stock,United States,,,,,,United States,Financials,USD
BITCF,BITCF.TA,.TA,,First Bitcoin Capital Corp.,Stock,Israel,,,,,,Israel,Financials,USD
BITE,BITE,,,Bite Acquisition Corp.,Stock,United States,,,,,,United States,Financials,USD
BITF,BITF.TO,.TO,,Bitfarms Ltd. Common Stock,Stock,Canada,,,,,,Canada,Information Technology,USD
BITGF,BITGF.ST,.ST,,Biotage AB,Stock,Sweden,,,,,,Sweden,Health Care,USD
BITRF,BITRF.AX,.AX,,Biotron Limited,Stock,Australia,,,,,,Australia,Health Care,USD
BITTF,BITTF.TO,.TO,,Bitterroot Resources Ltd.,Stock,Canada,,,,,,Canada,Materials,USD
BIVI,BIVI,,,BioVie Inc.,Stock,United States,,,,,,United States,Health Care,USD
BIVIW,BIVIW,,,BioVie Inc. Warrant,Stock,United States,,,,,,United States,Health Care,USD
BIVWF,BIVWF.TA,.TA,,Bio-View Ltd,Stock,Israel,,,,,,Israel,Health Care,USD
BIXI,BIXI,,,Bitcoin Infrastructure Acquisition Corp Ltd. Class A Ordinary Shares,Stock,United States,,,,,,United States,,USD
BIXIU,BIXIU,,,Bitcoin Infrastructure Acquisition Corp Ltd. Unit,Stock,United States,,,,,,United States,Financials,USD
BIXIW,BIXIW,,,Bitcoin Infrastructure Acquisition Corp Ltd. Warrant,Stock,United States,,,,,,United States,,USD
